time,x_LK,y_LK,x_RK,y_RK,x_LA,y_LA,x_RA,y_RA,,,,,
14.673852,251.5713157,402.7034822,182.733235,411.277093,244.0484025,490.8246063,170.5534107,514.1705679,,,77.1138622,,-10.82713042
14.712975,252.316923,410.0732612,177.7619619,413.6589555,247.6225453,497.448778,173.1959243,515.9440737,,,76.69027237,,-122.3677267
14.751592,252.8874711,415.2840391,177.8854002,414.9173152,249.8622553,506.874848,178.2278051,513.7623495,,,71.96479787,,-59.36080077
14.776502,250.3365911,422.3769987,180.4259636,418.4306983,246.8071346,509.4580268,176.9035559,518.5014135,,,70.48612032,,-188.5546442
14.808768,250.0626216,421.61338,178.9967625,419.9460801,245.0324888,509.3845376,181.2045917,517.9662041,,,64.40221617,,-4.218869058
14.849476,253.9709615,413.0976411,179.9824067,419.8394942,241.3394106,515.261392,177.110173,515.6599967,,,64.23047445,,0
14.885856,253.9709615,413.0976411,179.9824067,419.8394942,241.3394106,515.261392,177.110173,515.6599967,,,64.23047445,,21.63085908
14.908464,257.4931603,411.9739862,179.766043,418.4777405,243.1411494,514.2512768,178.4236305,513.7442622,,,64.71950491,,-54.44145516
14.946038,253.4821103,418.2787801,179.7874362,412.8616701,242.6704995,512.3389242,180.0414564,514.7102991,,,62.67392168,,84.86981063
14.980202,255.9938518,415.808533,179.1733797,410.5704721,242.5333627,511.7340634,176.9722953,510.4616443,,,65.57341389,,89.22906199
15.023272,255.6903955,413.438792,180.729914,397.2286144,245.6526249,507.7682317,177.0939666,496.8887935,,,69.41650959,,0
15.04794,255.6903955,413.438792,180.729914,397.2286144,245.6526249,507.7682317,177.0939666,496.8887935,,,69.41650959,,169.449259
15.087265,258.8840209,412.9037345,180.8404897,395.8732445,248.6663652,505.5542087,174.3182682,489.4128845,,,76.0801017,,132.9030317
15.114107,259.6393179,413.0939172,181.0109892,393.4512555,251.7410551,506.3345088,175.988817,481.7312515,,,79.64748488,,-1910.935081
15.148335,262.7755274,412.552286,180.4412391,390.0112476,257.0401417,505.7647966,244.5094768,512.5294109,,,14.23999893,,2969.909957
15.174145,261.4155596,412.6615318,181.8713141,384.7543774,256.196802,506.4650717,178.6030976,459.1277435,,,90.89337492,,33.19360095
15.207315,261.379955,413.8862628,186.4987384,385.3484466,252.4387844,506.7466409,183.281554,446.0815905,,,91.99440666,,-2133.034468
15.244814,273.3467595,416.5529244,187.4250289,386.0549535,251.9547209,509.6895139,242.1515154,516.6237156,,,12.00774714,,653.4652016
15.285676,257.1189126,414.2847155,185.9734466,386.4995744,252.8226456,508.8298349,217.5538439,492.8752736,,,38.7096422,,0
15.324064,257.1189126,414.2847155,185.9734466,386.4995744,252.8226456,508.8298349,217.5538439,492.8752736,,,38.7096422,,254.993278
15.345709,259.7574173,414.1486807,185.3870911,385.911433,257.8773255,506.4912147,216.2400444,491.5734816,,,44.22897171,,281.3873796
15.384166,257.6269531,412.0415856,186.7931891,391.5438427,255.1961105,505.0761871,201.6082502,492.4716151,,,55.05028616,,536.3677351
15.404695,258.8489482,414.687614,188.0882554,390.9458217,247.0286661,501.1737749,185.5521188,476.9923775,,,66.0613794,,-435.8608012
15.44218,260.9081651,416.1108873,187.0589889,391.8298197,246.5793334,505.8396158,198.5760807,492.8751216,,,49.72313727,,90.599035
15.48198,258.7352946,417.8797954,194.3896294,405.2848371,247.108425,510.8740044,193.9780292,506.276067,,,53.32897886,,0
15.520483,258.7352946,417.8797954,194.3896294,405.2848371,247.108425,510.8740044,193.9780292,506.276067,,,53.32897886,,289.1882028
15.543062,261.7894273,419.9267388,196.8120364,408.7042878,248.5798045,513.9539382,189.349313,505.3054703,,,59.85855929,,-2.151920146
15.58047,262.1892479,419.505715,193.8431724,413.0248738,249.0581302,515.3803654,189.8616093,507.0624088,,,59.77806026,,-48.1939959
15.614766,265.8617309,416.3593978,190.9031493,411.6357612,249.9258268,513.8307469,192.083764,508.1006049,,,58.12519898,,-50.09413033
15.639631,264.1355332,416.1062515,190.2460406,412.8039123,248.6119893,515.5562986,191.9381156,510.7228842,,,56.87960843,,33.26764639
15.674087,263.5302544,421.4888588,192.8343492,412.4530718,250.6614026,515.2621519,192.8240896,510.5879894,,,58.02587845,,-156.1427717
15.700595,263.3207305,418.0106244,191.5903149,412.5558579,250.3043303,509.6425097,196.4280612,508.5749027,,,53.88684586,,116.0998423
15.735811,259.7000775,413.6955861,194.6778484,413.2000091,253.9964205,500.5259758,196.1334585,504.1352292,,,57.97541791,,0
15.760747,259.7000775,413.6955861,194.6778484,413.2000091,253.9964205,500.5259758,196.1334585,504.1352292,,,57.97541791,,229.2748761
15.794903,262.1905399,408.8636916,192.8752356,412.1158348,258.488342,498.4775505,192.7167057,500.6202882,,,65.80653058,,4.431303414
15.831713,257.4787208,405.3765655,186.6185098,409.530186,253.098363,497.6761992,187.1741625,500.1244832,,,65.96964685,,-227.528622
15.858232,256.8661463,399.1330253,191.4148757,409.530376,247.3765047,492.812994,187.8427468,499.7436238,,,59.93581533,,404.5892247
15.897001,257.4831666,393.957738,190.3721957,408.3371839,260.6706362,478.3251383,187.6633937,498.0362734,,,75.62133498,,0
15.931233,257.4831666,393.957738,190.3721957,408.3371839,260.6706362,478.3251383,187.6633937,498.0362734,,,75.62133498,,-305.2267179
15.967695,252.0935296,400.9581712,193.2391856,410.5139683,253.7153453,475.9356381,194.1593203,500.6807059,,,64.49215839,,549.4927754
15.989338,257.2409259,397.8493206,192.0660567,411.119399,262.2455998,476.5900869,190.7683685,503.5279365,,,76.38483053,,-63.21910899
16.023929,257.4129073,391.0980438,191.0262266,411.1621094,260.2915248,469.7786965,193.2373237,501.5447167,,,74.19801833,,9.835986932
16.066545,258.6475559,392.8722337,190.2254833,411.509758,255.3032284,468.3548152,190.4669641,505.286965,,,74.61718875,,0
16.104998,258.6475559,392.8722337,190.2254833,411.509758,255.3032284,468.3548152,190.4669641,505.286965,,,74.61718875,,-252.4421742
16.128615,257.3492598,395.676602,189.0184597,410.3925249,249.2262737,472.7741215,187.0382037,501.8634484,,,68.65526192,,-200.733109
16.166065,252.7328551,394.6129469,190.7229602,407.6592139,244.2753298,477.6735773,187.3752128,500.0389105,,,61.13780699,,-190.1921107
16.201389,247.6384667,399.3434232,190.8919018,408.488722,239.2630183,481.092648,188.0968811,499.6265123,,,54.41946087,,134.1865642
16.228133,249.9060296,403.1196422,191.0092412,408.151105,245.5433791,485.8295841,188.6732809,497.2636111,,,58.00814635,,-121.6444272
16.253945,255.7261901,406.4260092,191.6809415,409.375836,246.8594206,491.4725575,192.4768589,498.7569917,,,54.86826039,,151.2231925
16.288189,255.5819097,413.7715832,191.379917,415.7625927,250.1625578,503.1335117,190.1212153,502.3278666,,,60.0467474,,-185.5629536
16.339608,257.1563792,418.1744361,189.9529198,414.1159639,248.1792619,504.2990409,197.6758952,503.8587518,,,50.50528589,,0
16.363436,257.1563792,418.1744361,189.9529198,414.1159639,248.1792619,504.2990409,197.6758952,503.8587518,,,50.50528589,,17.990179
16.39761,255.1247112,422.4127174,187.9983889,414.1568504,245.2250654,506.7554946,194.3551268,501.7045385,,,51.12008226,,-154.0506699
16.423572,256.8468811,418.2317759,191.5745835,413.6428061,246.2331286,504.4928715,199.1654,502.2609132,,,47.12061877,,65.97665302
16.456739,256.5701757,418.1949933,191.8918714,413.3450116,248.1398574,505.9001854,198.8520641,504.4587488,,,49.30886642,,74.63427248
16.500724,258.4195267,421.8699082,187.5546799,410.2966546,248.593446,507.1067531,196.0057454,506.4618419,,,52.5916549,,0
16.535913,258.4195267,421.8699082,187.5546799,410.2966546,248.593446,507.1067531,196.0057454,506.4618419,,,52.5916549,,220.8276343
16.560782,259.7271325,415.286243,190.6064947,402.3589494,249.6322501,497.7195556,191.5577122,496.7039686,,,58.08341733,,282.4549682
16.600273,264.0063002,408.2992613,188.4149289,390.8666327,248.437614,491.7512768,179.2475529,489.1793455,,,69.23784648,,56.44856595
16.63452,262.3305645,406.5812333,187.161129,388.8170294,245.391233,489.895314,174.5449675,483.1038728,,,71.17104052,,-845.3988699
16.659413,257.9069264,407.1894379,188.2220483,390.9731046,247.8692318,495.9032253,198.1065327,489.8747568,,,50.12652645,,71.49374198
16.692653,257.1023073,408.8910506,193.5217428,389.9150353,251.5578642,496.8600666,199.7028134,488.6371443,,,52.50297844,,-320.4825461
16.733337,258.1060007,411.327441,199.6417498,390.3853432,245.3454447,495.0741352,206.7130122,487.0131627,,,39.46446653,,0
16.769975,258.1060007,411.327441,199.6417498,390.3853432,245.3454447,495.0741352,206.7130122,487.0131627,,,39.46446653,,146.8243108
16.792514,259.2643482,409.5760123,200.5245319,393.6824006,248.462617,493.7177392,206.1432621,487.49962,,,42.77373967,,-15.32161587
16.829974,254.9907284,408.4804763,198.8613357,389.1502006,245.4893832,492.7385168,203.5560934,488.0033667,,,42.19979194,,444.1858831
16.856835,253.8474663,411.9307059,197.0490333,399.8210269,248.5261506,497.5219252,194.9047757,490.1110697,,,54.13106895,,96.47658336
16.907347,253.9187135,413.2666586,193.880905,394.8759728,243.7620835,496.4293151,185.0576818,490.4879393,,,59.00429413,,0
16.931071,253.9187135,413.2666586,193.880905,394.8759728,243.7620835,496.4293151,185.0576818,490.4879393,,,59.00429413,,-130.1689971
16.969329,257.3509317,409.4446513,191.8041707,398.1969692,249.2150641,492.8228736,195.3434308,496.8813078,,,54.02428864,,-220.2083128
16.995049,260.858197,412.7035582,198.7393604,402.5560098,249.8517297,497.6391507,201.5300112,499.5762783,,,48.36053083,,-50.03313705
17.027331,262.2275125,416.7752538,198.4502675,408.5820844,248.6131673,502.5202532,201.9059688,504.4087427,,,46.7453611,,-19.07259625
17.060546,265.1905247,417.4501459,195.5108144,414.1797635,249.1861853,505.7827319,203.1726122,508.7919124,,,46.11186481,,63.56136286
17.104533,260.2476745,416.5321012,190.808153,416.614786,245.7216303,510.337503,196.8284518,511.5308092,,,48.90773848,,0
17.139037,260.2476745,416.5321012,190.808153,416.614786,245.7216303,510.337503,196.8284518,511.5308092,,,48.90773848,,194.7656103
17.163764,260.1090558,416.2793729,188.125798,411.8932773,247.9492188,509.0981046,194.2766978,511.4427286,,,53.72370773,,-128.8216119
17.198844,258.4294443,415.7631627,188.3677727,414.9563397,246.900117,507.6880548,197.9075723,512.2517935,,,49.20464558,,200.1944526
17.224694,253.6001338,421.7399912,185.7965254,417.2191908,246.1262768,512.6456104,191.8148103,509.922863,,,54.37967218,,163.6638441
17.257859,256.92588,412.9018346,188.3295841,413.1832138,250.6664564,503.7001459,190.859223,503.4954858,,,59.80758357,,-12.67810574
17.301892,249.4896036,413.5279365,184.688108,407.4284107,247.4417482,493.5016415,188.8970544,502.6121717,,,59.24932854,,0
17.336129,249.4896036,413.5279365,184.688108,407.4284107,247.4417482,493.5016415,188.8970544,502.6121717,,,59.24932854,,69.26020683
17.362019,249.3841956,405.3196057,189.0411068,409.6321741,248.6069355,487.81193,189.2925052,502.2335162,,,61.0424753,,-54.19501281
17.396167,248.0772738,401.6031584,188.8667315,411.589365,248.3109649,482.3673091,189.9958202,492.5169853,,,59.191824,,-476.3133843
17.422029,251.2157633,399.5201924,189.5798501,413.4731806,234.9724131,490.4384272,188.1866716,493.3038591,,,46.87340725,,794.3408087
17.458456,250.9293683,399.8389622,188.3806542,412.0898058,262.2023194,469.9897784,189.9237369,492.8543744,,,75.80885989,,134.6919865
17.499288,243.7973082,405.2520823,187.551488,412.6717914,263.6738889,463.1271279,192.1015093,501.7079964,,,81.30860309,,0
17.534515,243.7973082,405.2520823,187.551488,412.6717914,263.6738889,463.1271279,192.1015093,501.7079964,,,81.30860309,,-383.8556152
17.559353,241.9130365,407.1656508,187.2292224,415.3743236,255.5743859,467.1715786,191.5482885,499.609565,,,71.77439732,,-5.732604384
17.593591,243.8066178,396.743677,188.1416434,410.4851274,253.9427286,458.8126596,193.0110804,496.3727733,,,71.57812441,,-243.6454528
17.630999,248.542452,389.2664002,187.2614072,405.2729815,249.5626748,471.5194477,190.6909655,492.39653,,,62.46383531,,257.5343037
17.652598,252.2445358,396.3257311,186.615128,411.2786129,253.1552848,478.1352216,188.2964874,498.6514698,,,68.02631873,,-151.4839334
17.708277,248.8673015,402.7689537,187.5048258,409.2507068,243.9031721,488.2459114,185.9339661,502.057469,,,59.59184481,,0
17.730835,248.8673015,402.7689537,187.5048258,409.2507068,243.9031721,488.2459114,185.9339661,502.057469,,,59.59184481,,-13.73883371
17.768345,248.3304201,406.250418,187.1332381,407.1553532,244.5031691,492.7426967,186.6812454,504.8529456,,,59.07650116,,-95.41967627
17.788962,251.2614376,411.276903,183.7850347,409.1252736,245.0858387,500.9789184,188.4424398,508.2583369,,,57.10923369,,-55.958024
17.825408,251.3218172,416.7914792,183.2743343,411.3331408,246.1302666,505.6395534,191.4565601,512.2325283,,,55.06978755,,-20.33119121
17.866154,255.3884211,419.42683,188.0518148,415.0354526,244.9621915,508.202593,190.9145489,512.7828611,,,54.24137283,,0
17.904707,255.3884211,419.42683,188.0518148,415.0354526,244.9621915,508.202593,190.9145489,512.7828611,,,54.24137283,,20.87984537
17.926268,257.0180645,417.3139971,193.1375015,411.5797893,247.4817987,507.1580131,192.9640002,511.5142419,,,54.69156318,,-235.7997042
17.963959,255.8004013,418.5597793,193.3618069,412.4697912,241.9559749,507.6489543,196.3505061,511.9093507,,,45.80403652,,-253.4758675
17.997359,258.8874787,417.4266628,187.0279441,410.6608706,244.2868814,508.5606153,206.9612567,509.5196224,,,37.33794255,,-236.7342097
18.023773,256.2666054,416.4962685,185.7323459,407.4577076,243.54211,509.9971121,212.4577836,510.1766932,,,31.08484514,,653.2219208
18.075239,257.5535019,412.8560843,187.135062,398.9967245,247.1048912,505.7565129,183.0070525,496.9237141,,,64.70356451,,0
18.101004,257.5535019,412.8560843,187.135062,398.9967245,247.1048912,505.7565129,183.0070525,496.9237141,,,64.70356451,,69.10933607
18.135273,258.6359664,410.6751581,187.2319583,392.291046,247.3823185,500.5289017,181.2517479,489.3314157,,,67.07187235,,-690.0750773
18.161065,257.0070069,411.9117446,188.9138117,391.1669352,248.1102946,502.13643,200.2215315,490.5372994,,,49.27345596,,-1122.696611
18.195295,256.5932028,411.9369756,200.2178836,393.4341181,249.3456271,503.8084418,243.7741671,513.1112065,,,10.84355097,,-53.07702878
18.221154,255.8787923,409.739254,199.5642707,387.3492978,248.8431344,502.1221045,242.1678548,508.8408165,,,9.471032081,,-36.01187825
18.271677,261.6641081,410.6757661,208.8326088,402.1051192,254.3657284,503.4318382,249.8660171,509.6205086,,,7.651603956,,0
18.297457,261.6641081,410.6757661,208.8326088,402.1051192,254.3657284,503.4318382,249.8660171,509.6205086,,,7.651603956,,85.48310324
18.332654,259.661395,407.4463081,210.1748313,399.2590665,250.1253952,500.5645443,245.1459904,509.9905004,,,10.66035274,,-3.984787305
18.358483,257.9367932,408.95903,204.8566315,404.4372416,248.8002721,504.3202061,248.8250471,514.8776067,,,10.55742967,,-13.01517195
18.391668,258.5622112,411.9645246,199.9921723,393.7601076,250.547559,505.5177301,244.9137813,513.931215,,,10.12552119,,991.9335742
18.429098,257.8663059,412.6869908,195.4822395,394.74085,251.0007676,507.4824067,205.9321802,493.2794261,,,47.25359487,,192.5814764
18.470066,255.313792,408.8508101,193.2595528,395.4505867,245.3078262,495.6937014,190.4386552,490.2023802,,,55.1432728,,0
18.495752,255.313792,408.8508101,193.2595528,395.4505867,245.3078262,495.6937014,190.4386552,490.2023802,,,55.1432728,,-24.32658637
18.529933,255.0087777,410.9157648,192.7446726,398.4335482,245.442037,500.1378587,191.3929885,494.8022936,,,54.31176575,,35.75025623
18.566481,254.5620288,412.395884,190.9872781,404.1364452,246.6747857,505.5440631,191.4733554,498.7466561,,,55.61836611,,84.879095
18.588039,256.6001566,416.3742172,194.5819021,408.1009469,246.0538515,512.5648255,188.9667437,506.1339145,,,57.44818964,,-21.12363506
18.6186,254.8678031,419.6289822,188.8415005,411.2919884,243.7474921,515.3602642,186.9480332,515.9604891,,,56.80263023,,3.050853997
